term	gene
K08809	XP_017914456.1
K04257	XP_017914458.1
K13825	XP_017914460.1
K04257	XP_017914466.1
K04951	XP_017914467.1
K01267	XP_017914468.1
K01267	XP_017914470.1
K04257	XP_017914471.1
K04257	XP_017914472.1
K01267	XP_017914473.1
K04257	XP_017914474.1
K05261	XP_017914475.1
K01267	XP_017914476.1
K22139	XP_017914477.1
K25030	XP_017914478.1
K09064	XP_017914479.1
K24874	XP_017914480.1
K26215	XP_017914481.1
K09025	XP_017914482.1
K04819	XP_017914483.1
K04819	XP_017914484.1
K04819	XP_017914485.1
K04819	XP_017914486.1
K07817	XP_017914487.1
K27806	XP_017914489.1
K09508	XP_017914492.1
K18466	XP_017914494.1
K11491	XP_017914495.1
K11491	XP_017914496.1
K11491	XP_017914497.1
K08486	XP_017914503.1
K02878	XP_017914506.1
K12617	XP_017914507.1
K20456	XP_017914508.1
K20456	XP_017914510.1
K04257	XP_017914511.1
K04688	XP_017914512.1
K26547	XP_017914513.1
K06058	XP_017914514.1
K24275	XP_017914517.1
K24275	XP_017914518.1
K24275	XP_017914519.1
K15517	XP_017914520.1
K07374	XP_017914523.1
K25175	XP_017914524.1
K24314	XP_017914525.1
K24314	XP_017914526.1
K05690	XP_017914527.1
K05690	XP_017914528.1
K05690	XP_017914529.1
K05690	XP_017914530.1
K05690	XP_017914531.1
K20030	XP_017914534.1
K15137	XP_017914535.1
K14399	XP_017914536.1
K14399	XP_017914537.1
K14399	XP_017914538.1
K14399	XP_017914539.1
K14399	XP_017914540.1
K14399	XP_017914541.1
K14399	XP_017914542.1
K14399	XP_017914543.1
K04001	XP_017914545.1
K04001	XP_017914546.1
K04553	XP_017914547.1
K17778	XP_017914552.1
K08228	XP_017914555.1
K16661	XP_017914556.1
K08230	XP_017914557.1
K08230	XP_017914558.1
K08230	XP_017914559.1
K08230	XP_017914560.1
K08230	XP_017914561.1
K09272	XP_017914562.1
K09272	XP_017914563.1
K04174	XP_017914568.1
K14303	XP_017914573.1
K24774	XP_017914574.1
K10472	XP_017914575.1
K08856	XP_017914576.1
K24237	XP_017914577.1
K03936	XP_017914578.1
K14165	XP_017914579.1
K13207	XP_017914580.1
K13207	XP_017914581.1
K13207	XP_017914582.1
K08856	XP_017914583.1
K13207	XP_017914584.1
K13207	XP_017914585.1
K13207	XP_017914586.1
K13207	XP_017914587.1
K13207	XP_017914588.1
K13207	XP_017914589.1
K24924	XP_017914592.1
K08856	XP_017914593.1
K09438	XP_017914594.1
K09438	XP_017914595.1
K26162	XP_017914596.1
K26162	XP_017914597.1
K26162	XP_017914598.1
K08856	XP_017914599.1
K26162	XP_017914600.1
K26162	XP_017914603.1
K26162	XP_017914604.1
K12568	XP_017914607.1
K12568	XP_017914608.1
K14410	XP_017914610.1
K20123	XP_017914612.1
K20123	XP_017914613.1
K20123	XP_017914614.1
K12493	XP_017914615.1
K12493	XP_017914616.1
K20051	XP_017914617.1
K16803	XP_017914620.1
K16803	XP_017914621.1
K16803	XP_017914622.1
K16803	XP_017914623.1
K16803	XP_017914624.1
K01313	XP_017914625.1
K24372	XP_017914626.1
K18470	XP_017914628.1
K18470	XP_017914629.1
K08331	XP_017914633.1
K08331	XP_017914634.1
K08331	XP_017914635.1
K08331	XP_017914636.1
K17985	XP_017914639.1
K17985	XP_017914640.1
K17985	XP_017914641.1
K17985	XP_017914642.1
K17985	XP_017914643.1
K06828	XP_017914647.1
K00901	XP_017914649.1
K00901	XP_017914650.1
K09048	XP_017914659.1
K09668	XP_017914660.1
K24651	XP_017914662.1
K24651	XP_017914663.1
K24651	XP_017914664.1
K24651	XP_017914665.1
K24651	XP_017914666.1
K24651	XP_017914667.1
K24651	XP_017914668.1
K24651	XP_017914669.1
K24651	XP_017914670.1
K24651	XP_017914671.1
K24651	XP_017914672.1
K24651	XP_017914673.1
K24651	XP_017914674.1
K13335	XP_017914678.1
K04434	XP_017914679.1
K04434	XP_017914680.1
K02295	XP_017914682.1
K15279	XP_017914683.1
K01022	XP_017914686.1
K01022	XP_017914687.1
K19913	XP_017914688.1
K24644	XP_017914689.1
K24644	XP_017914690.1
K17353	XP_017914693.1
K17353	XP_017914694.1
K17353	XP_017914695.1
K17353	XP_017914696.1
K06509	XP_017914700.1
K06509	XP_017914701.1
K06509	XP_017914702.1
K09451	XP_017914703.1
K02367	XP_017914704.1
K10860	XP_017914709.1
K10860	XP_017914710.1
K10860	XP_017914711.1
K07523	XP_017914714.1
K23880	XP_017914715.1
K03175	XP_017914716.1
K20411	XP_017914718.1
K20411	XP_017914719.1
K22565	XP_017914722.1
K12020	XP_017914726.1
K24362	XP_017914727.1
K05613	XP_017914728.1
K06256	XP_017914730.1
K06256	XP_017914731.1
K08964	XP_017914739.1
K17102	XP_017914740.1
K17102	XP_017914741.1
K17102	XP_017914742.1
K17102	XP_017914743.1
K10521	XP_017914744.1
K18743	XP_017914746.1
K15612	XP_017914747.1
K15612	XP_017914748.1
K10290	XP_017914749.1
K04008	XP_017914750.1
K08826	XP_017914753.1
K08826	XP_017914754.1
K08826	XP_017914755.1
K08826	XP_017914756.1
K08826	XP_017914757.1
K14408	XP_017914758.1
K25628	XP_017914761.1
K25628	XP_017914762.1
K25628	XP_017914763.1
K25628	XP_017914764.1
K25628	XP_017914765.1
K10980	XP_017914773.1
K15030	XP_017914774.1
K09234	XP_017914775.1
K09234	XP_017914776.1
K23898	XP_017914780.1
K08031	XP_017914781.1
K11989	XP_017914782.1
K11375	XP_017914784.1
K23482	XP_017914786.1
K04877	XP_017914788.1
K25876	XP_017914789.1
K24226	XP_017914790.1
K10401	XP_017914791.1
K04355	XP_017914792.1
K19931	XP_017914793.1
K04309	XP_017914794.1
K19929	XP_017914795.1
K10359	XP_017914796.1
K08574	XP_017914797.1
K00739	XP_017914799.1
K00739	XP_017914800.1
K04711	XP_017914801.1
K08130	XP_017914802.1
K26316	XP_017914803.1
K26316	XP_017914804.1
K26316	XP_017914805.1
K26316	XP_017914806.1
K26316	XP_017914807.1
K01357	XP_017914808.1
K25790	XP_017914809.1
K00445	XP_017914813.1
K01384	XP_017914816.1
K21249	XP_017914818.1
K14457	XP_017914820.1
K14457	XP_017914822.1
K10432	XP_017914824.1
K09501	XP_017914825.1
K09501	XP_017914826.1
K02974	XP_017914827.1
K04439	XP_017914828.1
K16601	XP_017914832.1
K16601	XP_017914836.1
K20805	XP_017914837.1
K04897	XP_017914839.1
K04897	XP_017914840.1
K04897	XP_017914841.1
K04897	XP_017914842.1
K06228	XP_017914843.1
K00472	XP_017914844.1
K06228	XP_017914847.1
K11887	XP_017914851.1
K06228	XP_017914854.1
K07893	XP_017914855.1
K07893	XP_017914856.1
K23857	XP_017914857.1
K05156	XP_017914860.1
K20689	XP_017914865.1
K04269	XP_017914866.1
K04269	XP_017914867.1
K04269	XP_017914868.1
K04269	XP_017914869.1
K04269	XP_017914870.1
K20125	XP_017914871.1
K20125	XP_017914872.1
K20868	XP_017914873.1
K20868	XP_017914874.1
K24142	XP_017914876.1
K24142	XP_017914877.1
K24142	XP_017914878.1
K24142	XP_017914879.1
K18439	XP_017914880.1
K18439	XP_017914881.1
K18439	XP_017914882.1
K18439	XP_017914883.1
K18439	XP_017914884.1
K18439	XP_017914885.1
K18283	XP_017914887.1
K11538	XP_017914891.1
K18466	XP_017914892.1
K25543	XP_017914895.1
K15909	XP_017914897.1
K09330	XP_017914898.1
K20397	XP_017914900.1
K00545	XP_017914902.1
K16808	XP_017914903.1
K16808	XP_017914904.1
K16808	XP_017914905.1
K16808	XP_017914906.1
K16808	XP_017914907.1
K24851	XP_017914908.1
K19977	XP_017914910.1
K19977	XP_017914911.1
K04811	XP_017914912.1
K06716	XP_017914913.1
K06716	XP_017914914.1
K14297	XP_017914916.1
K14297	XP_017914917.1
K14297	XP_017914918.1
K23552	XP_017914919.1
K23552	XP_017914920.1
K23552	XP_017914923.1
K23552	XP_017914924.1
K07863	XP_017914926.1
K04257	XP_017914930.1
K13825	XP_017914931.1
K13825	XP_017914932.1
K10648	XP_017914933.1
K10648	XP_017914934.1
K26420	XP_017914936.1
K26420	XP_017914937.1
K12606	XP_017914938.1
K26420	XP_017914939.1
K26420	XP_017914940.1
K26420	XP_017914941.1
K26420	XP_017914942.1
K04195	XP_017914944.1
K04529	XP_017914947.1
K04529	XP_017914948.1
K11850	XP_017914949.1
K04529	XP_017914950.1
K04529	XP_017914951.1
K11850	XP_017914955.1
K11997	XP_017914956.1
K11997	XP_017914957.1
K20314	XP_017914958.1
K06272	XP_017914960.1
K06272	XP_017914961.1
K06272	XP_017914962.1
K06272	XP_017914963.1
K03134	XP_017914964.1
K16507	XP_017914965.1
K16507	XP_017914966.1
K11850	XP_017914967.1
K09228	XP_017914973.1
K11850	XP_017914974.1
K19909	XP_017914975.1
K05761	XP_017914978.1
K03249	XP_017914979.1
K19600	XP_017914980.1
K26164	XP_017914986.1
K26164	XP_017914987.1
K24098	XP_017914988.1
K24098	XP_017914989.1
K08813	XP_017914990.1
K15731	XP_017914991.1
K12032	XP_017914992.1
K20161	XP_017914993.1
K20161	XP_017914994.1
K20161	XP_017914995.1
K20161	XP_017914996.1
K15731	XP_017914998.1
K26237	XP_017915000.1
K24706	XP_017915004.1
K24706	XP_017915005.1
K20164	XP_017915009.1
K24725	XP_017915010.1
K20164	XP_017915011.1
K20223	XP_017915013.1
K24725	XP_017915014.1
K06632	XP_017915015.1
K18061	XP_017915016.1
K18061	XP_017915017.1
K12333	XP_017915018.1
K12333	XP_017915019.1
K01490	XP_017915020.1
K01490	XP_017915021.1
K01490	XP_017915022.1
K12337	XP_017915025.1
K03260	XP_017915028.1
K24642	XP_017915030.1
K24642	XP_017915032.1
K24642	XP_017915033.1
K11857	XP_017915035.1
K11857	XP_017915036.1
K11857	XP_017915037.1
K11857	XP_017915038.1
K25493	XP_017915039.1
K19947	XP_017915040.1
K19947	XP_017915041.1
K19947	XP_017915042.1
K19947	XP_017915043.1
K19947	XP_017915044.1
K24205	XP_017915052.1
K06275	XP_017915055.1
K06275	XP_017915056.1
K06275	XP_017915057.1
K09448	XP_017915058.1
K09448	XP_017915063.1
K08400	XP_017915065.1
K09856	XP_017915066.1
K02296	XP_017915067.1
K02296	XP_017915068.1
K02296	XP_017915069.1
K08400	XP_017915070.1
K13356	XP_017915071.1
K24427	XP_017915073.1
K07830	XP_017915074.1
K13296	XP_017915075.1
K05758	XP_017915076.1
K09269	XP_017915078.1
K09269	XP_017915079.1
K09269	XP_017915080.1
K09269	XP_017915081.1
K09269	XP_017915082.1
K09269	XP_017915083.1
K09269	XP_017915084.1
K23797	XP_017915089.1
K23797	XP_017915090.1
K02953	XP_017915097.1
K00923	XP_017915098.1
K20371	XP_017915099.1
K20371	XP_017915100.1
K05032	XP_017915101.1
K05032	XP_017915102.1
K21877	XP_017915103.1
K21877	XP_017915104.1
K15421	XP_017915106.1
K09229	XP_017915110.1
K09229	XP_017915111.1
K04847	XP_017915114.1
K18080	XP_017915123.1
K06789	XP_017915124.1
K06789	XP_017915125.1
K18993	XP_017915126.1
K24498	XP_017915127.1
K18080	XP_017915128.1
K24498	XP_017915129.1
K18273	XP_017915130.1
K22449	XP_017915131.1
K22449	XP_017915132.1
K05204	XP_017915133.1
K05204	XP_017915134.1
K18080	XP_017915135.1
K07532	XP_017915136.1
K09364	XP_017915140.1
K18080	XP_017915142.1
K12010	XP_017915143.1
K06081	XP_017915145.1
K06514	XP_017915146.1
K18080	XP_017915147.1
K11833	XP_017915148.1
K24212	XP_017915150.1
K18080	XP_017915151.1
K24212	XP_017915152.1
K04707	XP_017915153.1
K04707	XP_017915154.1
K06534	XP_017915155.1
K18080	XP_017915158.1
K12653	XP_017915161.1
K24059	XP_017915163.1
K05680	XP_017915165.1
K18080	XP_017915167.1
K25794	XP_017915168.1
K25794	XP_017915169.1
K26240	XP_017915170.1
K18080	XP_017915172.1
K11251	XP_017915173.1
K09486	XP_017915174.1
K09486	XP_017915175.1
K09486	XP_017915176.1
K09486	XP_017915177.1
K18080	XP_017915178.1
K08171	XP_017915179.1
K08171	XP_017915180.1
K08171	XP_017915181.1
K08171	XP_017915182.1
K02975	XP_017915184.1
K22649	XP_017915185.1
K22649	XP_017915186.1
K22649	XP_017915187.1
K22649	XP_017915188.1
K04190	XP_017915189.1
K12614	XP_017915190.1
K12614	XP_017915191.1
K12614	XP_017915192.1
K12614	XP_017915193.1
K12614	XP_017915194.1
K12614	XP_017915195.1
K12614	XP_017915196.1
K12614	XP_017915197.1
K12614	XP_017915198.1
K23794	XP_017915199.1
K01194	XP_017915202.1
K20471	XP_017915203.1
K09186	XP_017915208.1
K09186	XP_017915209.1
K09186	XP_017915210.1
K04848	XP_017915216.1
K13363	XP_017915218.1
K01538	XP_017915219.1
K06768	XP_017915221.1
K08673	XP_017915228.1
K08673	XP_017915229.1
K26112	XP_017915230.1
K26112	XP_017915231.1
K26112	XP_017915232.1
K16795	XP_017915233.1
K19009	XP_017915234.1
K19009	XP_017915235.1
K08757	XP_017915238.1
K06874	XP_017915239.1
K13106	XP_017915240.1
K06781	XP_017915241.1
K07753	XP_017915246.1
K21122	XP_017915247.1
K21122	XP_017915248.1
K21122	XP_017915249.1
K21122	XP_017915250.1
K21122	XP_017915251.1
K04145	XP_017915254.1
K06491	XP_017915255.1
K06491	XP_017915256.1
K06491	XP_017915257.1
K06491	XP_017915258.1
K01737	XP_017915271.1
K00627	XP_017915273.1
K05717	XP_017915274.1
K09543	XP_017915281.1
K03846	XP_017915283.1
K03846	XP_017915284.1
K16311	XP_017915287.1
K03456	XP_017915288.1
K03456	XP_017915289.1
K03456	XP_017915291.1
K10077	XP_017915292.1
K10077	XP_017915293.1
K27805	XP_017915296.1
K27806	XP_017915298.1
K20641	XP_017915300.1
K20641	XP_017915301.1
K22070	XP_017915302.1
K05762	XP_017915303.1
K05762	XP_017915304.1
K05762	XP_017915305.1
K18668	XP_017915307.1
K18668	XP_017915308.1
K14776	XP_017915311.1
K22236	XP_017915312.1
K22236	XP_017915313.1
K22236	XP_017915315.1
K04728	XP_017915322.1
K04728	XP_017915323.1
K04728	XP_017915324.1
K04728	XP_017915325.1
K12741	XP_017915328.1
K00626	XP_017915329.1
K10612	XP_017915331.1
K15287	XP_017915332.1
K23538	XP_017915333.1
K23538	XP_017915334.1
K23538	XP_017915335.1
K12318	XP_017915338.1
K24940	XP_017915339.1
K02156	XP_017915340.1
K06104	XP_017915341.1
K06104	XP_017915342.1
K06104	XP_017915343.1
K00602	XP_017915344.1
K06104	XP_017915345.1
K12863	XP_017915346.1
K12863	XP_017915347.1
K12863	XP_017915348.1
K12863	XP_017915349.1
K12863	XP_017915350.1
K15049	XP_017915351.1
K10141	XP_017915353.1
K05646	XP_017915356.1
K06061	XP_017915362.1
K05646	XP_017915363.1
K08556	XP_017915369.1
K04969	XP_017915370.1
K10683	XP_017915371.1
K16687	XP_017915372.1
K16687	XP_017915373.1
K16687	XP_017915374.1
K16687	XP_017915375.1
K16687	XP_017915376.1
K16060	XP_017915380.1
K16060	XP_017915381.1
K16060	XP_017915382.1
K16060	XP_017915383.1
K01394	XP_017915385.1
K17824	XP_017915386.1
K05450	XP_017915390.1
K10471	XP_017915393.1
K10865	XP_017915394.1
K10865	XP_017915395.1
K09220	XP_017915396.1
K10865	XP_017915397.1
K10865	XP_017915398.1
K19934	XP_017915400.1
K19934	XP_017915401.1
K19934	XP_017915402.1
K10168	XP_017915403.1
K10168	XP_017915404.1
K10168	XP_017915405.1
K07203	XP_017915407.1
K07203	XP_017915408.1
K01253	XP_017915409.1
K07297	XP_017915410.1
K07297	XP_017915411.1
K12045	XP_017915412.1
K12045	XP_017915413.1
K12045	XP_017915414.1
K12045	XP_017915415.1
K21989	XP_017915416.1
K04443	XP_017915419.1
K16851	XP_017915420.1
K04002	XP_017915421.1
K04011	XP_017915422.1
K25546	XP_017915426.1
K10408	XP_017915427.1
K04256	XP_017915428.1
K14351	XP_017915431.1
K05145	XP_017915432.1
K09088	XP_017915435.1
K25607	XP_017915437.1
K02183	XP_017915438.1
K23628	XP_017915439.1
K00255	XP_017915447.1
K14726	XP_017915451.1
K25404	XP_017915454.1
K04007	XP_017915456.1
K04007	XP_017915457.1
K23815	XP_017915458.1
K09067	XP_017915460.1
K18036	XP_017915462.1
K04668	XP_017915466.1
K04668	XP_017915468.1
K24900	XP_017915470.1
K24900	XP_017915471.1
K12335	XP_017915473.1
K18407	XP_017915474.1
K08327	XP_017915475.1
K04612	XP_017915478.1
K26226	XP_017915483.1
K24494	XP_017915484.1
K24494	XP_017915485.1
K14443	XP_017915487.1
K22415	XP_017915489.1
K09269	XP_017915490.1
K09269	XP_017915491.1
K00894	XP_017915492.1
K01380	XP_017915494.1
K09292	XP_017915495.1
K23797	XP_017915496.1
K23797	XP_017915497.1
K17558	XP_017915504.1
K00923	XP_017915505.1
K24492	XP_017915507.1
K24492	XP_017915508.1
K24492	XP_017915509.1
K06757	XP_017915511.1
K06757	XP_017915512.1
K06757	XP_017915513.1
K06757	XP_017915514.1
K06757	XP_017915515.1
K06757	XP_017915516.1
K06760	XP_017915527.1
K06760	XP_017915528.1
K06760	XP_017915529.1
K14961	XP_017915530.1
K16288	XP_017915531.1
K08800	XP_017915537.1
K15596	XP_017915540.1
K04376	XP_017915544.1
K15379	XP_017915545.1
K15379	XP_017915546.1
K15379	XP_017915547.1
K15379	XP_017915548.1
K15379	XP_017915549.1
K15379	XP_017915550.1
K07916	XP_017915554.1
K15122	XP_017915555.1
K14706	XP_017915556.1
K14706	XP_017915557.1
K07526	XP_017915562.1
K07526	XP_017915564.1
K07526	XP_017915565.1
K09292	XP_017915569.1
K07211	XP_017915572.1
K07211	XP_017915574.1
K07211	XP_017915575.1
K07211	XP_017915576.1
K07211	XP_017915577.1
K08015	XP_017915580.1
K15027	XP_017915582.1
K18669	XP_017915586.1
K05444	XP_017915587.1
K05444	XP_017915588.1
K10430	XP_017915589.1
K05444	XP_017915591.1
K22668	XP_017915593.1
K19029	XP_017915598.1
K19029	XP_017915599.1
K19029	XP_017915601.1
K10430	XP_017915603.1
K04002	XP_017915604.1
K04002	XP_017915605.1
K10430	XP_017915606.1
K04004	XP_017915609.1
K04006	XP_017915613.1
K10430	XP_017915622.1
K23816	XP_017915626.1
K05850	XP_017915630.1
K05850	XP_017915631.1
K15175	XP_017915633.1
K03676	XP_017915635.1
K09292	XP_017915636.1
K11089	XP_017915637.1
K11089	XP_017915638.1
K05610	XP_017915641.1
K21915	XP_017915643.1
K21915	XP_017915644.1
K21915	XP_017915645.1
K21915	XP_017915646.1
K13376	XP_017915648.1
K14697	XP_017915650.1
K00921	XP_017915651.1
K14163	XP_017915652.1
K01082	XP_017915653.1
K01870	XP_017915657.1
K00921	XP_017915658.1
K08798	XP_017915659.1
K08798	XP_017915660.1
K08798	XP_017915661.1
K08798	XP_017915662.1
K08798	XP_017915663.1
K27318	XP_017915666.1
K27318	XP_017915667.1
K09339	XP_017915668.1
K00921	XP_017915669.1
K23704	XP_017915670.1
K23704	XP_017915671.1
K00921	XP_017915675.1
K24680	XP_017915679.1
K23822	XP_017915681.1
K23822	XP_017915682.1
K16823	XP_017915685.1
K09292	XP_017915686.1
K16823	XP_017915688.1
K16823	XP_017915689.1
K16823	XP_017915690.1
K03853	XP_017915691.1
K10306	XP_017915692.1
K04712	XP_017915693.1
K20368	XP_017915695.1
K03767	XP_017915698.1
K19532	XP_017915699.1
K05746	XP_017915700.1
K05746	XP_017915701.1
K05746	XP_017915702.1
K05746	XP_017915703.1
K05746	XP_017915704.1
K00031	XP_017915708.1
K00286	XP_017915711.1
K00286	XP_017915712.1
K11253	XP_017915713.1
K23935	XP_017915714.1
K00031	XP_017915719.1
K00911	XP_017915720.1
K00911	XP_017915721.1
K00911	XP_017915722.1
K04522	XP_017915723.1
K04522	XP_017915724.1
K04522	XP_017915725.1
K04522	XP_017915726.1
K08869	XP_017915727.1
K25129	XP_017915729.1
K25129	XP_017915730.1
K25129	XP_017915731.1
K17581	XP_017915734.1
K17581	XP_017915735.1
K10404	XP_017915736.1
K12888	XP_017915738.1
K12888	XP_017915739.1
K18184	XP_017915740.1
K22763	XP_017915742.1
K02375	XP_017915743.1
K23196	XP_017915744.1
K23196	XP_017915745.1
K04456	XP_017915748.1
K04456	XP_017915750.1
K16463	XP_017915751.1
K16463	XP_017915752.1
K16463	XP_017915753.1
K16463	XP_017915754.1
K16463	XP_017915755.1
K16463	XP_017915756.1
K16861	XP_017915763.1
K10746	XP_017915764.1
K00486	XP_017915765.1
K01679	XP_017915766.1
K16449	XP_017915767.1
K16449	XP_017915768.1
K05870	XP_017915773.1
K14610	XP_017915774.1
K03902	XP_017915775.1
K06495	XP_017915776.1
K17542	XP_017915777.1
K17542	XP_017915778.1
K17542	XP_017915779.1
K09329	XP_017915783.1
K00485	XP_017915786.1
K21804	XP_017915792.1
K21804	XP_017915800.1
K08513	XP_017915801.1
K25166	XP_017915802.1
K01528	XP_017915803.1
K21804	XP_017915804.1
K03859	XP_017915805.1
K21804	XP_017915807.1
K19527	XP_017915808.1
K19527	XP_017915809.1
K19527	XP_017915810.1
K19527	XP_017915811.1
K05141	XP_017915812.1
K06030	XP_017915816.1
K06030	XP_017915817.1
K06030	XP_017915818.1
K06030	XP_017915819.1
K06030	XP_017915820.1
K06030	XP_017915821.1
K06030	XP_017915822.1
K00473	XP_017915823.1
K10100	XP_017915830.1
K10100	XP_017915831.1
K10100	XP_017915832.1
K10100	XP_017915833.1
K10100	XP_017915834.1
K10100	XP_017915835.1
K10099	XP_017915836.1
K10103	XP_017915837.1
K24683	XP_017915839.1
K00797	XP_017915840.1
K25209	XP_017915843.1
K25209	XP_017915844.1
K25209	XP_017915845.1
K19017	XP_017915846.1
K13343	XP_017915847.1
K11511	XP_017915849.1
K10392	XP_017915850.1
K10392	XP_017915851.1
K10392	XP_017915852.1
K10392	XP_017915853.1
K10392	XP_017915854.1
K09207	XP_017915856.1
K04493	XP_017915860.1
K04493	XP_017915861.1
K04493	XP_017915862.1
K00922	XP_017915865.1
K00922	XP_017915866.1
K00922	XP_017915867.1
K22659	XP_017915869.1
K22659	XP_017915870.1
K22659	XP_017915871.1
K22659	XP_017915872.1
K15116	XP_017915875.1
K13937	XP_017915876.1
K13937	XP_017915877.1
K10343	XP_017915878.1
K08143	XP_017915880.1
K08467	XP_017915881.1
K08143	XP_017915882.1
K01689	XP_017915883.1
K01689	XP_017915884.1
K05628	XP_017915885.1
K05628	XP_017915886.1
K05628	XP_017915887.1
K05628	XP_017915888.1
K15378	XP_017915893.1
K05248	XP_017915895.1
K13505	XP_017915897.1
K06837	XP_017915898.1
K21596	XP_017915899.1
K21596	XP_017915900.1
K27473	XP_017915905.1
K10519	XP_017915906.1
K10519	XP_017915907.1
K10458	XP_017915908.1
K19464	XP_017915909.1
K19464	XP_017915910.1
K19464	XP_017915911.1
K06837	XP_017915912.1
K19464	XP_017915913.1
K19464	XP_017915914.1
K24047	XP_017915917.1
K24047	XP_017915918.1
K05160	XP_017915919.1
K05160	XP_017915920.1
K05160	XP_017915921.1
K05160	XP_017915923.1
K09087	XP_017915926.1
K08437	XP_017915932.1
K08437	XP_017915933.1
K00587	XP_017915934.1
K04310	XP_017915935.1
K14435	XP_017915937.1
K04310	XP_017915940.1
K04883	XP_017915941.1
K04883	XP_017915942.1
K04883	XP_017915943.1
K21387	XP_017915946.1
K16458	XP_017915948.1
K25164	XP_017915951.1
K24333	XP_017915956.1
K20688	XP_017915958.1
K22410	XP_017915959.1
K22410	XP_017915960.1
K08635	XP_017915961.1
K15717	XP_017915962.1
K24265	XP_017915963.1
K24265	XP_017915964.1
K06055	XP_017915967.1
K19006	XP_017915968.1
K13346	XP_017915969.1
K11668	XP_017915972.1
K26503	XP_017915976.1
K11668	XP_017915978.1
K05184	XP_017915980.1
K04536	XP_017915982.1
K04536	XP_017915983.1
K11668	XP_017915984.1
K04536	XP_017915985.1
K00858	XP_017915986.1
K00858	XP_017915987.1
K10645	XP_017915996.1
K10645	XP_017915997.1
K10645	XP_017915998.1
K10645	XP_017915999.1
K10645	XP_017916000.1
K10645	XP_017916001.1
K08001	XP_017916006.1
K15544	XP_017916008.1
K17681	XP_017916009.1
K24870	XP_017916010.1
K24507	XP_017916011.1
K02887	XP_017916014.1
K23966	XP_017916015.1
K24402	XP_017916018.1
K04626	XP_017916021.1
K02353	XP_017916022.1
K02353	XP_017916023.1
K02353	XP_017916024.1
K02353	XP_017916025.1
K02353	XP_017916026.1
K12489	XP_017916033.1
K12489	XP_017916034.1
K12489	XP_017916035.1
K04826	XP_017916036.1
K21410	XP_017916038.1
K04554	XP_017916039.1
K05142	XP_017916040.1
K05154	XP_017916041.1
K07293	XP_017916048.1
K06254	XP_017916049.1
K06254	XP_017916050.1
K06254	XP_017916054.1
K09089	XP_017916055.1
K26738	XP_017916056.1
K26738	XP_017916057.1
K10454	XP_017916058.1
K27582	XP_017916063.1
K14833	XP_017916065.1
K14833	XP_017916066.1
K25100	XP_017916068.1
